stmt_app_name	stmt_id	stmt_raw_sql	stmt_calcite_sql	improve_calcite	improve_wetune	stmt_trace
calcite_test	60	SELECT DEPT4.NAME, DEPT4.DEPTNO FROM DEPT AS DEPT4 GROUP BY DEPT4.NAME, DEPT4.DEPTNO EXCEPT ALL SELECT DEPT5.NAME, DEPT5.DEPTNO FROM DEPT AS DEPT5 EXCEPT ALL SELECT * FROM (SELECT DEPT6.NAME, DEPT6.DEPTNO FROM DEPT AS DEPT6 EXCEPT ALL SELECT DEPT7.NAME, DEPT7.DEPTNO FROM DEPT AS DEPT7 GROUP BY DEPT7.NAME, DEPT7.DEPTNO) AS t22 EXCEPT ALL SELECT DEPT8.NAME, DEPT8.DEPTNO FROM DEPT AS DEPT8	SELECT NAME, DEPTNO FROM DEPT GROUP BY DEPTNO, NAME			
calcite_test	61	SELECT EMP.SAL FROM EMP AS EMP WHERE EMP.EMPNO IN (SELECT DEPT.DEPTNO FROM DEPT AS DEPT WHERE EMP.JOB = DEPT.NAME)	SELECT T.SAL FROM (SELECT EMPNO, JOB, SAL FROM EMP) AS T INNER JOIN (SELECT DEPTNO, NAME FROM DEPT WHERE NAME IS NOT NULL GROUP BY DEPTNO, NAME) AS T1 ON T.JOB = T1.NAME AND T.EMPNO = T1.DEPTNO	-0.009981751441955566		
calcite_test	62	SELECT EMP0.SAL FROM EMP AS EMP0 INNER JOIN DEPT AS DEPT0 ON EMP0.JOB = DEPT0.NAME AND EMP0.EMPNO = DEPT0.DEPTNO	SELECT T.SAL FROM (SELECT EMPNO, JOB, SAL FROM EMP) AS T INNER JOIN DEPT ON T.JOB = DEPT.NAME AND T.EMPNO = DEPT.DEPTNO	0.02901846170425415		
calcite_test	63	SELECT COUNT(*) FROM EMP AS EMP WHERE NULL = 1	SELECT COUNT(*) FROM EMP AS EMP WHERE NULL = 1	0.05897313356399536		
calcite_test	64	SELECT COUNT(*) FROM (VALUES) AS t2	SELECT COUNT(*) FROM (VALUES (NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL)) AS T (EMPNO, ENAME, JOB, MGR, HIREDATE, SAL, COMM, DEPTNO, SLACKER) WHERE 1 = 0			
calcite_test	65	SELECT EMP.DEPTNO, COUNT(DISTINCT EMP.ENAME), COUNT(DISTINCT EMP.JOB) FROM EMP AS EMP GROUP BY EMP.DEPTNO	SELECT DEPTNO, COUNT(DISTINCT ENAME), COUNT(DISTINCT JOB) FROM EMP GROUP BY DEPTNO	0.12677907943725586		
calcite_test	66	SELECT EMP0.DEPTNO, COUNT(EMP0.ENAME), COUNT(EMP0.JOB) FROM EMP AS EMP0 GROUP BY EMP0.DEPTNO	SELECT DEPTNO, COUNT(ENAME), COUNT(JOB) FROM EMP GROUP BY DEPTNO	-0.027004718780517578		
calcite_test	67	SELECT DEPT.DEPTNO, DEPT.NAME FROM DEPT AS DEPT INNER JOIN (SELECT EMP.DEPTNO AS DEPTNO9 FROM EMP AS EMP WHERE EMP.SAL > 100 GROUP BY EMP.DEPTNO) AS t1 ON DEPT.DEPTNO = t1.DEPTNO9	SELECT * FROM DEPT	0.8923687934875488	0.03269457817077637	
calcite_test	68	SELECT DEPT0.DEPTNO, DEPT0.NAME FROM DEPT AS DEPT0 INNER JOIN (SELECT EMP0.DEPTNO AS DEPTNO9, 1 AS $f0 FROM EMP AS EMP0 WHERE EMP0.SAL > 100) AS t4 ON DEPT0.DEPTNO = t4.DEPTNO9	SELECT DEPT.DEPTNO, DEPT.NAME FROM DEPT INNER JOIN (SELECT DEPTNO FROM EMP WHERE SAL > 100) AS T0 ON DEPT.DEPTNO = T0.DEPTNO	0.004474818706512451		
calcite_test	69	SELECT t.ENAME FROM (SELECT EMP.ENAME, EMP.DEPTNO, EMP.SAL + 1 AS SALPLUS FROM EMP AS EMP) AS t WHERE t.DEPTNO IN (SELECT EMP0.DEPTNO FROM EMP AS EMP0 WHERE EMP0.SAL + 1 = EMP0.JOB)				
calcite_test	70	SELECT t4.ENAME FROM (SELECT EMP1.ENAME, EMP1.DEPTNO, EMP1.SAL + 1 AS SALPLUS FROM EMP AS EMP1) AS t4 INNER JOIN (SELECT t5.DEPTNO, t5.expr1 FROM (SELECT EMP2.EMPNO, EMP2.ENAME, EMP2.JOB, EMP2.MGR, EMP2.HIREDATE, EMP2.SAL, EMP2.COMM, EMP2.DEPTNO, EMP2.SLACKER, (EMP2.SAL + 1) AS expr1 FROM EMP AS EMP2) AS t5 WHERE t5.SAL + 1 = t5.expr1 GROUP BY t5.DEPTNO, t5.expr1) AS t8 ON t4.SALPLUS = t8.expr1 AND t4.DEPTNO = t8.DEPTNO	SELECT T.ENAME FROM (SELECT ENAME, DEPTNO, SAL + 1 AS SALPLUS FROM EMP) AS T INNER JOIN (SELECT DEPTNO, SAL + 1 AS EXPR1 FROM EMP WHERE SAL = SAL + 1 GROUP BY DEPTNO, SAL + 1) AS T2 ON T.SALPLUS = T2.EXPR1 AND T.DEPTNO = T2.DEPTNO			
calcite_test	71	SELECT EMP.EMPNO FROM EMP AS EMP WHERE (EMP.EMPNO, EMP.DEPTNO) IN (SELECT EMP0.EMPNO, EMP0.DEPTNO FROM EMP AS EMP0 WHERE EMP0.EMPNO < 20) OR EMP.SAL < 100				
calcite_test	72	SELECT EMP1.EMPNO FROM EMP AS EMP1 LEFT JOIN (SELECT EMP2.EMPNO, EMP2.DEPTNO, 1 AS i FROM EMP AS EMP2 WHERE EMP2.EMPNO < 20) AS t5 ON EMP1.EMPNO = t5.EMPNO AND EMP1.DEPTNO = t5.DEPTNO WHERE t5.i IS NOT NULL OR EMP1.SAL < 100	SELECT T.EMPNO FROM (SELECT EMPNO, SAL, DEPTNO FROM EMP) AS T LEFT JOIN (SELECT EMPNO, DEPTNO, TRUE AS I FROM EMP WHERE EMPNO < 20) AS T1 ON T.EMPNO = T1.EMPNO AND T.DEPTNO = T1.DEPTNO WHERE T1.I IS NOT NULL OR T.SAL < 100			
calcite_test	73	SELECT t0.ENAME, t0.SAL, t0.DEPTNO FROM (SELECT EMP.ENAME, EMP.SAL, EMP.DEPTNO FROM EMP AS EMP) AS t0 WHERE t0.SAL > 5000 GROUP BY t0.ENAME, t0.SAL, t0.DEPTNO	SELECT ENAME, SAL, DEPTNO FROM EMP WHERE SAL > 5000 GROUP BY ENAME, SAL, DEPTNO	-0.10686850547790527		
calcite_test	74	SELECT t4.ENAME, t4.SAL, t4.DEPTNO FROM (SELECT EMP0.ENAME, EMP0.SAL, EMP0.DEPTNO FROM EMP AS EMP0 GROUP BY EMP0.ENAME, EMP0.SAL, EMP0.DEPTNO HAVING EMP0.SAL > 5000) AS t4 GROUP BY t4.ENAME, t4.SAL, t4.DEPTNO	SELECT ENAME, SAL, DEPTNO FROM EMP GROUP BY ENAME, SAL, DEPTNO HAVING SAL > 5000	0.025784075260162354		
calcite_test	75	SELECT * FROM (VALUES (1, 2)) AS t WHERE 1 + 2 > 3 + NULL	SELECT * FROM (VALUES (1, 2)) AS T WHERE 1 + 2 > 3 + NULL			
calcite_test	76	SELECT * FROM (VALUES (1, 2)) AS t1 WHERE 1 + 2 > 3 + NULL	SELECT * FROM (VALUES (1, 2)) AS T1 WHERE 1 + 2 > 3 + NULL			
calcite_test	77	SELECT 1 FROM (SELECT EMP.DEPTNO, COUNT(*) FROM EMP AS EMP WHERE EMP.DEPTNO > 7 GROUP BY EMP.DEPTNO) AS t1 INNER JOIN EMP AS EMP0 ON t1.DEPTNO = EMP0.DEPTNO INNER JOIN EMP AS EMP1 ON EMP0.DEPTNO = EMP1.DEPTNO	SELECT 1 FROM (SELECT DEPTNO FROM EMP WHERE DEPTNO > 7 GROUP BY DEPTNO) AS T0 INNER JOIN (SELECT DEPTNO FROM EMP) AS T1 ON T0.DEPTNO = T1.DEPTNO INNER JOIN (SELECT DEPTNO FROM EMP) AS T2 ON T1.DEPTNO = T2.DEPTNO			
calcite_test	78	SELECT 1 FROM (SELECT EMP2.DEPTNO, COUNT(*) FROM EMP AS EMP2 WHERE EMP2.DEPTNO > 7 GROUP BY EMP2.DEPTNO) AS t5 INNER JOIN (SELECT * FROM EMP AS EMP3 WHERE EMP3.DEPTNO > 7) AS t6 ON t5.DEPTNO = t6.DEPTNO INNER JOIN (SELECT * FROM EMP AS EMP4 WHERE EMP4.DEPTNO > 7) AS t7 ON t6.DEPTNO = t7.DEPTNO	SELECT 1 FROM (SELECT DEPTNO FROM EMP WHERE DEPTNO > 7 GROUP BY DEPTNO) AS T0 INNER JOIN (SELECT DEPTNO FROM EMP WHERE DEPTNO > 7) AS T2 ON T0.DEPTNO = T2.DEPTNO INNER JOIN (SELECT DEPTNO FROM EMP WHERE DEPTNO > 7) AS T4 ON T2.DEPTNO = T4.DEPTNO			
calcite_test	79	SELECT EMP.MGR FROM EMP AS EMP WHERE EMP.MGR = 10	SELECT MGR FROM EMP WHERE MGR = 10	0.08307421207427979		
calcite_test	80	SELECT 10 AS MGR FROM EMP AS EMP0 WHERE EMP0.MGR = 10	SELECT 10 AS MGR FROM EMP WHERE MGR = 10	0.0387648344039917		
calcite_test	81	SELECT * FROM EMP AS EMP WHERE EMP.SAL = 4 OR EMP.EMPNO NOT IN (SELECT DEPT.DEPTNO FROM DEPT AS DEPT)	SELECT EMP.EMPNO, EMP.ENAME, EMP.JOB, EMP.MGR, EMP.SAL, EMP.COMM, EMP.DEPTNO, EMP.HIREDATE, EMP.SLACKER FROM EMP LEFT JOIN (SELECT DEPTNO, TRUE AS I FROM DEPT GROUP BY DEPTNO, TRUE) AS T0 ON EMP.EMPNO = T0.DEPTNO WHERE EMP.SAL = 4 OR T0.I IS NULL			
calcite_test	82	SELECT EMP0.EMPNO, EMP0.ENAME, EMP0.JOB, EMP0.MGR, EMP0.HIREDATE, EMP0.SAL, EMP0.COMM, EMP0.DEPTNO, EMP0.SLACKER FROM EMP AS EMP0 LEFT JOIN (SELECT DEPT0.DEPTNO, 1 AS i FROM DEPT AS DEPT0) AS t2 ON EMP0.EMPNO = t2.DEPTNO WHERE EMP0.SAL = 4 OR NOT CASE WHEN t2.i IS NOT NULL THEN TRUE ELSE FALSE END	SELECT EMP.EMPNO, EMP.ENAME, EMP.JOB, EMP.MGR, EMP.HIREDATE, EMP.SAL, EMP.COMM, EMP.DEPTNO, EMP.SLACKER FROM EMP LEFT JOIN (SELECT DEPTNO, TRUE AS I FROM DEPT) AS T ON EMP.EMPNO = T.DEPTNO WHERE EMP.SAL = 4 OR T.I IS NULL			
calcite_test	83	SELECT 1 FROM (SELECT EMP.COMM AS DEPTNO FROM EMP AS EMP WHERE EMP.DEPTNO > 7) AS t0 INNER JOIN EMP AS EMP0 ON t0.DEPTNO = EMP0.DEPTNO	SELECT 1 FROM (SELECT COMM AS DEPTNO FROM EMP WHERE DEPTNO > 7) AS T0 INNER JOIN (SELECT DEPTNO FROM EMP) AS T1 ON T0.DEPTNO = T1.DEPTNO			
calcite_test	84	SELECT 1 FROM (SELECT EMP1.COMM AS DEPTNO FROM EMP AS EMP1 WHERE EMP1.DEPTNO > 7) AS t3 INNER JOIN EMP AS EMP2 ON t3.DEPTNO = EMP2.DEPTNO	SELECT 1 FROM (SELECT COMM AS DEPTNO FROM EMP WHERE DEPTNO > 7) AS T0 INNER JOIN (SELECT DEPTNO FROM EMP) AS T1 ON T0.DEPTNO = T1.DEPTNO			
calcite_test	85	SELECT * FROM EMP AS EMP WHERE EXISTS (SELECT * FROM EMP AS EMP0 WHERE EMP.DEPTNO = EMP0.DEPTNO)	SELECT * FROM EMP	0.8916029930114746	0.8778412938117981	
calcite_test	86	SELECT EMP1.EMPNO, EMP1.ENAME, EMP1.JOB, EMP1.MGR, EMP1.HIREDATE, EMP1.SAL, EMP1.COMM, EMP1.DEPTNO, EMP1.SLACKER FROM EMP AS EMP1 INNER JOIN (SELECT EMP2.DEPTNO, 1 AS $f1 FROM EMP AS EMP2 GROUP BY EMP2.DEPTNO) AS t4 ON EMP1.DEPTNO = t4.DEPTNO	SELECT * FROM EMP	0.9064211249351501	0.8827145099639893	
calcite_test	87	SELECT 1 FROM (SELECT * FROM EMP AS EMP WHERE EMP.DEPTNO > 7) AS t INNER JOIN EMP AS EMP0 ON t.DEPTNO = EMP0.DEPTNO INNER JOIN EMP AS EMP1 ON EMP0.DEPTNO = EMP1.DEPTNO	SELECT 1 FROM (SELECT DEPTNO FROM EMP WHERE DEPTNO > 7) AS T0 INNER JOIN (SELECT DEPTNO FROM EMP) AS T1 ON T0.DEPTNO = T1.DEPTNO INNER JOIN (SELECT DEPTNO FROM EMP) AS T2 ON T1.DEPTNO = T2.DEPTNO	0.011839509010314941		
calcite_test	88	SELECT 1 FROM (SELECT * FROM EMP AS EMP2 WHERE EMP2.DEPTNO > 7) AS t1 INNER JOIN (SELECT * FROM EMP AS EMP3 WHERE EMP3.DEPTNO > 7) AS t2 ON t1.DEPTNO = t2.DEPTNO INNER JOIN (SELECT * FROM EMP AS EMP4 WHERE EMP4.DEPTNO > 7) AS t3 ON t2.DEPTNO = t3.DEPTNO	SELECT 1 FROM (SELECT DEPTNO FROM EMP WHERE DEPTNO > 7) AS T0 INNER JOIN (SELECT DEPTNO FROM EMP WHERE DEPTNO > 7) AS T2 ON T0.DEPTNO = T2.DEPTNO INNER JOIN (SELECT DEPTNO FROM EMP WHERE DEPTNO > 7) AS T4 ON T2.DEPTNO = T4.DEPTNO	-0.009385466575622559		
calcite_test	89	SELECT t.ENAME, COUNT(*) FROM (SELECT * FROM EMP AS EMP UNION ALL SELECT * FROM EMP AS EMP0) AS t GROUP BY t.ENAME	SELECT ENAME, COUNT(*) FROM (SELECT ENAME FROM EMP UNION ALL SELECT ENAME FROM EMP) AS T1 GROUP BY ENAME	0.009812474250793457		
calcite_test	90	SELECT t6.ENAME, SUM(count1) FROM (SELECT EMP1.ENAME, COUNT(*) as count1 FROM EMP AS EMP1 GROUP BY EMP1.ENAME UNION ALL SELECT EMP2.ENAME, COUNT(*) as count1 FROM EMP AS EMP2 GROUP BY EMP2.ENAME) AS t6 GROUP BY t6.ENAME	SELECT ENAME, COALESCE(SUM(COUNT1), 0) FROM (SELECT ENAME, COUNT(*) AS COUNT1 FROM EMP GROUP BY ENAME UNION ALL SELECT ENAME, COUNT(*) AS COUNT1 FROM EMP GROUP BY ENAME) AS T1 GROUP BY ENAME	0.16450005769729614		
calcite_test	91	SELECT EMP.ENAME FROM EMP AS EMP, DEPT AS DEPT, EMP AS EMP0 WHERE EMP.DEPTNO = DEPT.DEPTNO AND DEPT.DEPTNO = EMP0.DEPTNO	SELECT T.ENAME FROM (SELECT ENAME, DEPTNO FROM EMP) AS T INNER JOIN (SELECT DEPTNO FROM DEPT) AS T0 ON T.DEPTNO = T0.DEPTNO INNER JOIN (SELECT DEPTNO FROM EMP) AS T1 ON T0.DEPTNO = T1.DEPTNO	0.0461888313293457	0.48292064666748047	
calcite_test	92	SELECT EMP1.ENAME FROM EMP AS EMP1 INNER JOIN DEPT AS DEPT0 ON EMP1.DEPTNO = DEPT0.DEPTNO INNER JOIN EMP AS EMP2 ON DEPT0.DEPTNO = EMP2.DEPTNO	SELECT T.ENAME FROM (SELECT ENAME, DEPTNO FROM EMP) AS T INNER JOIN (SELECT DEPTNO FROM DEPT) AS T0 ON T.DEPTNO = T0.DEPTNO INNER JOIN (SELECT DEPTNO FROM EMP) AS T1 ON T0.DEPTNO = T1.DEPTNO	-0.011147141456604004	0.4559096693992615	
calcite_test	93	SELECT * FROM T AS T WHERE T.F0_C0 IN (SELECT T0.F1_C0 AS C0 FROM T AS T0)				
calcite_test	94	SELECT T1.K0, T1.C1, T1.F1_A0, T1.F2_A0, T1.F0_C0, T1.F1_C0, T1.F0_C1, T1.F1_C2, T1.F2_C3 FROM T AS T1 INNER JOIN (SELECT T2.F1_C0 AS C0 FROM T AS T2 GROUP BY T2.F1_C0) AS t2 ON T1.F0_C0 = t2.C0				
calcite_test	95	SELECT * FROM (VALUES (FALSE), (TRUE)) AS t WHERE NOT t.EXPR$0	SELECT * FROM (VALUES (FALSE), (TRUE)) AS T(X) WHERE NOT T.X			
calcite_test	96	SELECT * FROM (VALUES (FALSE), (TRUE)) AS t1 WHERE NOT t1.EXPR$0	SELECT * FROM (VALUES (FALSE), (TRUE)) AS T1(X) WHERE NOT T1.X			
calcite_test	97	SELECT COUNT(*), CASE WHEN EMP.SAL < 11 THEN 11 ELSE -1 * EMP.SAL END FROM EMP AS EMP INNER JOIN BONUS AS BONUS ON EMP.ENAME = BONUS.ENAME GROUP BY CASE WHEN EMP.SAL < 11 THEN 11 ELSE -1 * EMP.SAL END	SELECT COUNT(*), CASE WHEN T.SAL < 11 THEN 11 ELSE -1 * T.SAL END FROM (SELECT ENAME, SAL FROM EMP) AS T INNER JOIN (SELECT CAST(ENAME AS VARCHAR(20)) AS ENAME0 FROM BONUS) AS T0 ON T.ENAME = T0.ENAME0 GROUP BY CASE WHEN T.SAL < 11 THEN 11 ELSE -1 * T.SAL END			
calcite_test	98	SELECT COUNT(*), t2.CASE FROM (SELECT EMP0.ENAME, CASE WHEN EMP0.SAL < 11 THEN 11 ELSE -1 * EMP0.SAL END AS CASE FROM EMP AS EMP0) AS t2 INNER JOIN (SELECT BONUS0.ENAME FROM BONUS AS BONUS0) AS t3 ON t2.ENAME = t3.ENAME GROUP BY t2.CASE	SELECT COUNT(*), T.CASE FROM (SELECT ENAME, CASE WHEN SAL < 11 THEN 11 ELSE -1 * SAL END AS CASE FROM EMP) AS T INNER JOIN (SELECT CAST(ENAME AS VARCHAR(20)) AS ENAME0 FROM BONUS) AS T0 ON T.ENAME = T0.ENAME0 GROUP BY T.CASE			
calcite_test	99	SELECT EMP.JOB, MIN(EMP.SAL) AS MIN_SAL, MIN(EMP.DEPTNO) AS MIN_DEPTNO, SUM(EMP.SAL) + 1 AS SUM_SAL_PLUS, MAX(EMP.SAL) AS MAX_SAL, SUM(EMP.SAL) AS SUM_SAL_2, COUNT(*) AS COUNT_SAL, COUNT(EMP.MGR) AS COUNT_MGR FROM EMP AS EMP INNER JOIN DEPT AS DEPT ON EMP.JOB = DEPT.NAME GROUP BY EMP.JOB, DEPT.NAME	SELECT T.JOB, MIN(T.SAL) AS MIN_SAL, MIN(T.DEPTNO) AS MIN_DEPTNO, SUM(T.SAL) + 1 AS SUM_SAL_PLUS, MAX(T.SAL) AS MAX_SAL, SUM(T.SAL) AS SUM_SAL_2, COUNT(*) AS COUNT_SAL, COUNT(T.MGR) AS COUNT_MGR FROM (SELECT JOB, MGR, SAL, DEPTNO FROM EMP) AS T INNER JOIN (SELECT NAME FROM DEPT) AS T0 ON T.JOB = T0.NAME GROUP BY T.JOB, T0.NAME			
calcite_test	100	SELECT t1.JOB, t1.MIN_SAL, t1.MIN_DEPTNO, t1.SUM_SAL_2 * t2.$f1 + 1 AS SUM_SAL_PLUS, t1.MAX_SAL, t1.SUM_SAL_2 * t2.$f1 AS SUM_SAL_2, t1.COUNT_SAL * t2.$f1 AS COUNT_SAL, t1.COUNT_MGR * t2.$f1 AS COUNT_MGR FROM (SELECT EMP0.JOB, MIN(EMP0.SAL) AS MIN_SAL, MIN(EMP0.DEPTNO) AS MIN_DEPTNO, SUM(EMP0.SAL) AS SUM_SAL_2, MAX(EMP0.SAL) AS MAX_SAL, COUNT(*) AS COUNT_SAL, COUNT(EMP0.MGR) AS COUNT_MGR FROM EMP AS EMP0 GROUP BY EMP0.JOB) AS t1 INNER JOIN (SELECT DEPT0.NAME, COUNT(*) AS $f1 FROM DEPT AS DEPT0 GROUP BY DEPT0.NAME) AS t2 ON t1.JOB = t2.NAME	SELECT T.JOB, T.MIN_SAL, T.MIN_DEPTNO, CAST(T.SUM_SAL_2 * T0.F1 AS INTEGER) + 1 AS SUM_SAL_PLUS, T.MAX_SAL, CAST(T.SUM_SAL_2 * T0.F1 AS INTEGER) AS SUM_SAL_2, T.COUNT_SAL * T0.F1 AS COUNT_SAL, T.COUNT_MGR * T0.F1 AS COUNT_MGR FROM (SELECT JOB, MIN(SAL) AS MIN_SAL, MIN(DEPTNO) AS MIN_DEPTNO, SUM(SAL) AS SUM_SAL_2, MAX(SAL) AS MAX_SAL, COUNT(*) AS COUNT_SAL, COUNT(MGR) AS COUNT_MGR FROM EMP GROUP BY JOB) AS T INNER JOIN (SELECT NAME, COUNT(*) AS F1 FROM DEPT GROUP BY NAME) AS T0 ON T.JOB = T0.NAME			
calcite_test	101	SELECT 1 FROM (SELECT * FROM EMP AS EMP WHERE EMP.DEPTNO > 7) AS t INNER JOIN EMP AS EMP0 ON t.DEPTNO = EMP0.DEPTNO	SELECT 1 FROM (SELECT DEPTNO FROM EMP WHERE DEPTNO > 7) AS T0 INNER JOIN (SELECT DEPTNO FROM EMP) AS T1 ON T0.DEPTNO = T1.DEPTNO	-0.028947114944458008		
calcite_test	102	SELECT 1 FROM (SELECT * FROM EMP AS EMP1 WHERE EMP1.DEPTNO > 7) AS t1 INNER JOIN (SELECT * FROM EMP AS EMP2 WHERE EMP2.DEPTNO > 7) AS t2 ON t1.DEPTNO = t2.DEPTNO	SELECT 1 FROM (SELECT DEPTNO FROM EMP WHERE DEPTNO > 7) AS T0 INNER JOIN (SELECT DEPTNO FROM EMP WHERE DEPTNO > 7) AS T2 ON T0.DEPTNO = T2.DEPTNO	0.1813514232635498		
calcite_test	103	SELECT t.ENAME, AVG(t.EMPNO) FROM (SELECT * FROM EMP AS EMP UNION ALL SELECT * FROM EMP AS EMP0) AS t GROUP BY t.ENAME	SELECT ENAME, CAST(COALESCE(SUM(EMPNO), 0) / COUNT(*) AS INTEGER) FROM (SELECT EMPNO, ENAME FROM EMP UNION ALL SELECT EMPNO, ENAME FROM EMP) AS T1 GROUP BY ENAME			
calcite_test	104	SELECT t4.ENAME, AVG(t4.EMPNO) FROM (SELECT EMP1.ENAME, EMP1.EMPNO FROM EMP AS EMP1 UNION ALL SELECT EMP2.ENAME, EMP2.EMPNO FROM EMP AS EMP2) AS t4 GROUP BY t4.ENAME	SELECT ENAME, CAST(COALESCE(SUM(EMPNO), 0) / COUNT(*) AS INTEGER) FROM (SELECT ENAME, EMPNO FROM EMP UNION ALL SELECT ENAME, EMPNO FROM EMP) AS T1 GROUP BY ENAME			
calcite_test	105	SELECT COUNT(*), CASE WHEN EMP.SAL < 11 THEN -1 * EMP.SAL ELSE EMP.SAL END FROM EMP AS EMP FULL JOIN BONUS AS BONUS ON EMP.ENAME = BONUS.ENAME GROUP BY CASE WHEN EMP.SAL < 11 THEN -1 * EMP.SAL ELSE EMP.SAL END	SELECT COUNT(*), CASE WHEN T.SAL < 11 THEN -1 * T.SAL ELSE T.SAL END FROM (SELECT ENAME, SAL FROM EMP) AS T FULL JOIN (SELECT CAST(ENAME AS VARCHAR(20)) AS ENAME0 FROM BONUS) AS T0 ON T.ENAME = T0.ENAME0 GROUP BY CASE WHEN T.SAL < 11 THEN -1 * T.SAL ELSE T.SAL END			
calcite_test	106	SELECT COUNT(*), t2.expr1 FROM (SELECT EMP0.ENAME, CASE WHEN EMP0.SAL < 11 THEN -1 * EMP0.SAL ELSE EMP0.SAL END AS expr1 FROM EMP AS EMP0) AS t2 FULL JOIN (SELECT BONUS0.ENAME FROM BONUS AS BONUS0) AS t3 ON t2.ENAME = t3.ENAME GROUP BY t2.expr1	SELECT COUNT(*), T.EXPR1 FROM (SELECT ENAME, CASE WHEN SAL < 11 THEN -1 * SAL ELSE SAL END AS EXPR1 FROM EMP) AS T FULL JOIN (SELECT CAST(ENAME AS VARCHAR(20)) AS ENAME0 FROM BONUS) AS T0 ON T.ENAME = T0.ENAME0 GROUP BY T.EXPR1			
calcite_test	107	SELECT * FROM (SELECT UPPER(SUBSTRING(t6.X FROM 1 FOR 2) || SUBSTRING(t6.X FROM 3)) AS U, SUBSTRING(t6.X FROM 1 FOR 1) AS S FROM (SELECT * FROM (SELECT 'table' AS X FROM (VALUES (TRUE)) AS t UNION SELECT 'view' FROM (VALUES (TRUE)) AS t1) AS t3 UNION SELECT 'foreign table' FROM (VALUES (TRUE)) AS t4) AS t6) AS t7 WHERE t7.U = 'TABLE'	SELECT * FROM (SELECT UPPER(SUBSTRING(T6.X FROM 1 FOR 2) || SUBSTRING(T6.X FROM 3)) AS U, SUBSTRING(T6.X FROM 1 FOR 1) AS S FROM (SELECT * FROM (SELECT 'TABLE' AS X FROM (VALUES (TRUE)) AS T UNION SELECT 'VIEW' FROM (VALUES (TRUE)) AS T1) AS T3 UNION SELECT 'FOREIGN TABLE' FROM (VALUES (TRUE)) AS T4) AS T6) AS T7 WHERE T7.U = 'TABLE'			
calcite_test	108	SELECT 'TABL' AS U, 't' AS S FROM (VALUES (TRUE)) AS t9	SELECT 'TABL' AS U, 'T' AS S FROM (VALUES (TRUE)) AS T9			
calcite_test	109	SELECT * FROM EMP AS EMP WHERE EMP.DEPTNO = 7 AND EMP.DEPTNO = 8 AND EMP.EMPNO = 10 AND EMP.MGR IS NULL AND EMP.EMPNO = 10	SELECT * FROM EMP AS EMP WHERE EMP.DEPTNO = 7 AND EMP.DEPTNO = 8 AND EMP.EMPNO = 10 AND EMP.MGR IS NULL AND EMP.EMPNO = 10	0.0422702431678772		
calcite_test	110	SELECT 10 AS EMPNO, t0.ENAME, t0.JOB, NULL AS MGR, t0.HIREDATE, t0.SAL, t0.COMM, t0.DEPTNO, t0.SLACKER FROM (VALUES) AS t0	SELECT 10 AS EMPNO, T0.ENAME, T0.JOB, NULL AS MGR, T0.HIREDATE, T0.SAL, T0.COMM, T0.DEPTNO, T0.SLACKER FROM (VALUES (NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL)) AS T0 (EMPNO, ENAME, JOB, MGR, HIREDATE, SAL, COMM, DEPTNO, SLACKER) WHERE 1 = 0			
calcite_test	111	SELECT * FROM (SELECT * FROM (SELECT NULL AS N FROM EMP AS EMP) AS t WHERE t.N IS NULL AND t.N IS NULL) AS t0 WHERE t0.N IS NULL				
calcite_test	112	SELECT NULL AS N FROM EMP AS EMP0				
calcite_test	113	SELECT t1.DEPTNO, COUNT(*) FROM (SELECT * FROM EMP AS EMP WHERE EMP.DEPTNO = 10 UNION ALL SELECT * FROM EMP AS EMP0 WHERE EMP0.DEPTNO > 20) AS t1 GROUP BY t1.DEPTNO	SELECT DEPTNO, COUNT(*) FROM (SELECT DEPTNO FROM EMP WHERE DEPTNO = 10 UNION ALL SELECT DEPTNO FROM EMP WHERE DEPTNO > 20) AS T3 GROUP BY DEPTNO	0.017361938953399658		
calcite_test	114	SELECT t10.DEPTNO, SUM(t10.count1) FROM (SELECT EMP1.DEPTNO, COUNT(*) as count1 FROM EMP AS EMP1 WHERE EMP1.DEPTNO = 10 GROUP BY EMP1.DEPTNO UNION ALL SELECT EMP2.DEPTNO, COUNT(*) as count1 FROM EMP AS EMP2 WHERE EMP2.DEPTNO > 20 GROUP BY EMP2.DEPTNO) AS t10 GROUP BY t10.DEPTNO	SELECT DEPTNO, COALESCE(SUM(COUNT1), 0) FROM (SELECT DEPTNO, COUNT(*) AS COUNT1 FROM EMP WHERE DEPTNO = 10 GROUP BY DEPTNO UNION ALL SELECT DEPTNO, COUNT(*) AS COUNT1 FROM EMP WHERE DEPTNO > 20 GROUP BY DEPTNO) AS T3 GROUP BY DEPTNO	0.006204783916473389		
calcite_test	115	SELECT EMP.EMPNO FROM EMP AS EMP WHERE EMP.EMPNO > 10 AND EMP.EMPNO <= 10	SELECT EMP.EMPNO FROM EMP AS EMP WHERE EMP.EMPNO > 10 AND EMP.EMPNO <= 10	0.1867520809173584		
calcite_test	116	SELECT t1.EMPNO FROM (VALUES) AS t1	SELECT T1.EMPNO FROM (VALUES (NULL)) AS T1(EMPNO) WHERE 1 = 0			
